Cliente,Email,ID Cartão Sócio,Localizador,clubeFavorito,Data da Compra,produto
Lonnie Magby,lonnie.magby@r7.com,SAMS-5413,LOC-SAMS23160,São José dos Campos,23/4/2016,Azeitonas Pretas Azapa Raiola 500 g
Lonnie Magby,lonnie.magby@r7.com,SAMS-5413,LOC-SAMS23160,São José dos Campos,23/4/2016,Tira Manchas Member's Mark 2,5 Kg
Lonnie Magby,lonnie.magby@r7.com,SAMS-5413,LOC-SAMS23160,São José dos Campos,23/4/2016,Papel Toalha Kitchen Jumbo
Lonnie Magby,lonnie.magby@r7.com,SAMS-5413,LOC-SAMS23160,São José dos Campos,23/4/2016,Novi a Mop Twister
Tracie Pal,tracie.pal@gmail.com,SAMS-7677,LOC-SAMS8440,São José dos Campos,25/2/2015,Tratamento Aussie Moist 3 Minutos
Tracie Pal,tracie.pal@gmail.com,SAMS-7677,LOC-SAMS8440,São José dos Campos,25/2/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Tracie Pal,tracie.pal@gmail.com,SAMS-7677,LOC-SAMS8440,São José dos Campos,25/2/2015,Papel Higiênico Personal Decor
Tracie Pal,tracie.pal@gmail.com,SAMS-7677,LOC-SAMS8440,São José dos Campos,25/2/2015,Azeitonas Pretas Azapa Raiola 500 g
Verona Miesch,verona.miesch@pop.com.br,SAMS-64467,LOC-SAMS33865,São Caetano do Sul,26/11/2014,Molho Barbecue Heinz
Verona Miesch,verona.miesch@pop.com.br,SAMS-64467,LOC-SAMS33865,São Caetano do Sul,26/11/2014,Freezer Roll 3 L
Verona Miesch,verona.miesch@pop.com.br,SAMS-64467,LOC-SAMS33865,São Caetano do Sul,26/11/2014,Composto Lácteo Crescimento 1+ Ninho 800 g
Mazie Schuman,mazie.schuman@yahoo.com.br,SAMS-56730,LOC-SAMS52233,Vitória,21/6/2015,Amaciante Concentrado Downy 3,96 L
Mazie Schuman,mazie.schuman@yahoo.com.br,SAMS-56730,LOC-SAMS52233,Vitória,21/6/2015,Freezer Roll 2 L
Mazie Schuman,mazie.schuman@yahoo.com.br,SAMS-56730,LOC-SAMS52233,Vitória,21/6/2015,Kit Shampoo + Condicionador Dove 750 ml
Mazie Schuman,mazie.schuman@yahoo.com.br,SAMS-56730,LOC-SAMS52233,Vitória,21/6/2015,Kit Oral-B Stages
Abel Baier,abel.baier@yahoo.com.br,SAMS-3068,LOC-SAMS36616,Vitória,27/7/2014,Cereal Froot Loops Kellogg's
Abel Baier,abel.baier@yahoo.com.br,SAMS-3068,LOC-SAMS36616,Vitória,27/7/2014,Tapete Higiênico Sanol Dog
Abel Baier,abel.baier@yahoo.com.br,SAMS-3068,LOC-SAMS36616,Vitória,27/7/2014,Absorvente com Abas Maxi Proteção Always
Kenna Sensenbrenner,kenna.sensenbrenner@hotmail.com,SAMS-12204,LOC-SAMS39433,São Bernardo do Campo,3/7/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Kenna Sensenbrenner,kenna.sensenbrenner@hotmail.com,SAMS-12204,LOC-SAMS39433,São Bernardo do Campo,3/7/2015,Cereal Froot Loops Kellogg's
Kenna Sensenbrenner,kenna.sensenbrenner@hotmail.com,SAMS-12204,LOC-SAMS39433,São Bernardo do Campo,3/7/2015,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Jeanice Dagnese,jeanice.dagnese@r7.com,SAMS-61248,LOC-SAMS62633,Guarulhos,20/3/2016,Aparelho de Barbear Gillette Prestobarba 3
Jeanice Dagnese,jeanice.dagnese@r7.com,SAMS-61248,LOC-SAMS62633,Guarulhos,20/3/2016,Escova Dental Oral-B Complete
Jeanice Dagnese,jeanice.dagnese@r7.com,SAMS-61248,LOC-SAMS62633,Guarulhos,20/3/2016,Passa Fácil Member's Mark
Jeanice Dagnese,jeanice.dagnese@r7.com,SAMS-61248,LOC-SAMS62633,Guarulhos,20/3/2016,Tomate Inteiro Pelado Italiano Raiola
Janeth Radel,janeth.radel@zipmail.com.br,SAMS-44295,LOC-SAMS24283,Maceió,2/5/2016,Nescau Sachê 2.0 800 g
Janeth Radel,janeth.radel@zipmail.com.br,SAMS-44295,LOC-SAMS24283,Maceió,2/5/2016,Cápsulas Nescafé Dolce Gusto
Janeth Radel,janeth.radel@zipmail.com.br,SAMS-44295,LOC-SAMS24283,Maceió,2/5/2016,Papel Toalha Kitchen Jumbo
Delinda Glogowski,delinda.glogowski@yahoo.com.br,SAMS-61776,LOC-SAMS38129,Santo Amaro,19/5/2016,Whisky Buchanan's 12 Anos 1 L
Delinda Glogowski,delinda.glogowski@yahoo.com.br,SAMS-61776,LOC-SAMS38129,Santo Amaro,19/5/2016,Novi a Mop Twister
Delinda Glogowski,delinda.glogowski@yahoo.com.br,SAMS-61776,LOC-SAMS38129,Santo Amaro,19/5/2016,Nescau Sachê 2.0 800 g
Aliza Keltt,aliza.keltt@zipmail.com.br,SAMS-46992,LOC-SAMS50754,Osasco,20/5/2015,Freezer Roll 3 L
Aliza Keltt,aliza.keltt@zipmail.com.br,SAMS-46992,LOC-SAMS50754,Osasco,20/5/2015,Mostarda Heinz
Aliza Keltt,aliza.keltt@zipmail.com.br,SAMS-46992,LOC-SAMS50754,Osasco,20/5/2015,Lava Roupas Dreft
Aliza Keltt,aliza.keltt@zipmail.com.br,SAMS-46992,LOC-SAMS50754,Osasco,20/5/2015,Fralda Pampers Confort Sec
Camelia Varghese,camelia.varghese@gmail.com,SAMS-15909,LOC-SAMS35066,São José dos Campos,17/9/2016,Azeitonas Pretas Azapa Raiola 500 g
Camelia Varghese,camelia.varghese@gmail.com,SAMS-15909,LOC-SAMS35066,São José dos Campos,17/9/2016,Tomate Inteiro Pelado Italiano Raiola
Camelia Varghese,camelia.varghese@gmail.com,SAMS-15909,LOC-SAMS35066,São José dos Campos,17/9/2016,Kit Finish 3 Unidades
Candi Mcclay,candi.mcclay@uol.com.br,SAMS-43870,LOC-SAMS58311,Santo André,7/6/2016,Shampoo ou Condicionador TRESemmé 1 L
Candi Mcclay,candi.mcclay@uol.com.br,SAMS-43870,LOC-SAMS58311,Santo André,7/6/2016,Amaciante Concentrado Downy 3,96 L
Candi Mcclay,candi.mcclay@uol.com.br,SAMS-43870,LOC-SAMS58311,Santo André,7/6/2016,Sucrilhos Power Chocolate Kellogg�s
Lynetta Dayao,lynetta.dayao@r7.com,SAMS-63012,LOC-SAMS20290,Porto Alegre,25/6/2016,Cereal Froot Loops Kellogg's
Lynetta Dayao,lynetta.dayao@r7.com,SAMS-63012,LOC-SAMS20290,Porto Alegre,25/6/2016,Tomate Inteiro Pelado Italiano Raiola
Evelyne Wipfli,evelyne.wipfli@oi.com.br,SAMS-54867,LOC-SAMS38718,Niterói,30/10/2016,Tira Manchas Member's Mark 2,5 Kg
Ozell Meckler,ozell.meckler@oi.com.br,SAMS-41409,LOC-SAMS27291,Salvador,18/3/2016,Sucrilhos Power Chocolate Kellogg�s
Ozell Meckler,ozell.meckler@oi.com.br,SAMS-41409,LOC-SAMS27291,Salvador,18/3/2016,Tratamento Aussie Moist 3 Minutos
Ima Pulsifer,ima.pulsifer@yahoo.com.br,SAMS-4431,LOC-SAMS11966,São Caetano do Sul,16/10/2016,Tomate Inteiro Pelado Italiano Raiola
Ima Pulsifer,ima.pulsifer@yahoo.com.br,SAMS-4431,LOC-SAMS11966,São Caetano do Sul,16/10/2016,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Ima Pulsifer,ima.pulsifer@yahoo.com.br,SAMS-4431,LOC-SAMS11966,São Caetano do Sul,16/10/2016,Sabonete Líquido Member's Mark 980 ml
Ima Pulsifer,ima.pulsifer@yahoo.com.br,SAMS-4431,LOC-SAMS11966,São Caetano do Sul,16/10/2016,Lava Roupas Dreft
Jacqualine Gong,jacqualine.gong@yahoo.com.br,SAMS-64172,LOC-SAMS33548,Vitória,7/7/2014,Tratamento Aussie Moist 3 Minutos
Jacqualine Gong,jacqualine.gong@yahoo.com.br,SAMS-64172,LOC-SAMS33548,Vitória,7/7/2014,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Jacqualine Gong,jacqualine.gong@yahoo.com.br,SAMS-64172,LOC-SAMS33548,Vitória,7/7/2014,Tratamento Aussie Moist 3 Minutos
Josefina Faille,josefina.faille@uol.com.br,SAMS-22433,LOC-SAMS32838,Águas Claras,14/6/2015,Sucrilhos Kellogg's
Josefina Faille,josefina.faille@uol.com.br,SAMS-22433,LOC-SAMS32838,Águas Claras,14/6/2015,Nescau Cereal Matinal 770 g
Josefina Faille,josefina.faille@uol.com.br,SAMS-22433,LOC-SAMS32838,Águas Claras,14/6/2015,Sucrilhos Power Chocolate Kellogg�s
Josefina Faille,josefina.faille@uol.com.br,SAMS-22433,LOC-SAMS32838,Águas Claras,14/6/2015,Ração Carne e Cereais Herói 18 Kg
Lorita Nindorf,lorita.nindorf@bol.com.br,SAMS-48657,LOC-SAMS56720,Radial Leste,3/4/2015,Novi a Mop Twister
Lorita Nindorf,lorita.nindorf@bol.com.br,SAMS-48657,LOC-SAMS56720,Radial Leste,3/4/2015,Kit Shampoo + Condicionador Dove 750 ml
Lorita Nindorf,lorita.nindorf@bol.com.br,SAMS-48657,LOC-SAMS56720,Radial Leste,3/4/2015,Aparelho de Barbear Gillette Prestobarba 3
Janella Taverna,janella.taverna@r7.com,SAMS-27791,LOC-SAMS28696,Curitiba - Barigui,3/1/2015,Mostarda Heinz
Janella Taverna,janella.taverna@r7.com,SAMS-27791,LOC-SAMS28696,Curitiba - Barigui,3/1/2015,Absorvente com Abas Maxi Proteção Always
Janella Taverna,janella.taverna@r7.com,SAMS-27791,LOC-SAMS28696,Curitiba - Barigui,3/1/2015,Aparelho de Barbear Gillette Prestobarba 3
Griselda Doljac,griselda.doljac@gmail.com,SAMS-2759,LOC-SAMS22439,Campinas,10/6/2016,Eliminador de Odores Sanol 5 L
Griselda Doljac,griselda.doljac@gmail.com,SAMS-2759,LOC-SAMS22439,Campinas,10/6/2016,Freezer Roll 3 L
Griselda Doljac,griselda.doljac@gmail.com,SAMS-2759,LOC-SAMS22439,Campinas,10/6/2016,Kit Shampoo + Condicionador Dove 750 ml
Raymon Jaksic,raymon.jaksic@gmail.com,SAMS-38620,LOC-SAMS15476,Natal,2/10/2015,Kit Fisher-Price
Raymon Jaksic,raymon.jaksic@gmail.com,SAMS-38620,LOC-SAMS15476,Natal,2/10/2015,Escova Dental Oral-B Complete
Raymon Jaksic,raymon.jaksic@gmail.com,SAMS-38620,LOC-SAMS15476,Natal,2/10/2015,Lava Roupas Dreft
Raymon Jaksic,raymon.jaksic@gmail.com,SAMS-38620,LOC-SAMS15476,Natal,2/10/2015,Papel Higiênico Personal Decor
Buck Groberg,buck.groberg@globomail.com,SAMS-24706,LOC-SAMS30079,Campinas,9/5/2016,Kit Shampoo + Condicionador Dove 750 ml
Buck Groberg,buck.groberg@globomail.com,SAMS-24706,LOC-SAMS30079,Campinas,9/5/2016,Tomate Inteiro Pelado Italiano Raiola
Buck Groberg,buck.groberg@globomail.com,SAMS-24706,LOC-SAMS30079,Campinas,9/5/2016,Nescau Sachê 2.0 800 g
Buck Groberg,buck.groberg@globomail.com,SAMS-24706,LOC-SAMS30079,Campinas,9/5/2016,Tapete Higiênico Sanol Dog
Tory Griggs,tory.griggs@pop.com.br,SAMS-891,LOC-SAMS5225,Vitória,10/6/2014,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Tory Griggs,tory.griggs@pop.com.br,SAMS-891,LOC-SAMS5225,Vitória,10/6/2014,Tratamento Aussie Moist 3 Minutos
Tory Griggs,tory.griggs@pop.com.br,SAMS-891,LOC-SAMS5225,Vitória,10/6/2014,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Jerica Grossmeyer,jerica.grossmeyer@bol.com.br,SAMS-6230,LOC-SAMS49013,Contagem,20/10/2014,Lava Roupas Líquido Member's Mark 5 L
Cristine Kasemeier,cristine.kasemeier@uol.com.br,SAMS-51443,LOC-SAMS52372,Curitiba - Barigui,13/6/2015,Escova Dental Oral-B Complete
Cristine Kasemeier,cristine.kasemeier@uol.com.br,SAMS-51443,LOC-SAMS52372,Curitiba - Barigui,13/6/2015,Tratamento Aussie Moist 3 Minutos
Cristine Kasemeier,cristine.kasemeier@uol.com.br,SAMS-51443,LOC-SAMS52372,Curitiba - Barigui,13/6/2015,Ração Carne e Vegetais Herói 18 Kg
Cristine Kasemeier,cristine.kasemeier@uol.com.br,SAMS-51443,LOC-SAMS52372,Curitiba - Barigui,13/6/2015,Chocolate Kit Kat
Evia Hasberry,evia.hasberry@gmail.com,SAMS-54309,LOC-SAMS10810,Campinas,1/3/2015,Shampoo Pantene 1 L
Evia Hasberry,evia.hasberry@gmail.com,SAMS-54309,LOC-SAMS10810,Campinas,1/3/2015,Whisky Buchanan's 12 Anos 1 L
Evia Hasberry,evia.hasberry@gmail.com,SAMS-54309,LOC-SAMS10810,Campinas,1/3/2015,Cápsulas Nescafé Dolce Gusto
Eugene Hastert,eugene.hastert@gmail.com,SAMS-1122,LOC-SAMS62336,Curitiba - Barigui,9/4/2016,Tomate Inteiro Pelado Italiano Raiola
Kenyetta Holl,kenyetta.holl@pop.com.br,SAMS-28146,LOC-SAMS29360,Santo Amaro,9/2/2015,Whisky Johnnie Walker Green Label 750 ml
Kenyetta Holl,kenyetta.holl@pop.com.br,SAMS-28146,LOC-SAMS29360,Santo Amaro,9/2/2015,Tira Manchas Member's Mark 2,5 Kg
Kenyetta Holl,kenyetta.holl@pop.com.br,SAMS-28146,LOC-SAMS29360,Santo Amaro,9/2/2015,Cereal Froot Loops Kellogg's
Kathey Terzo,kathey.terzo@yahoo.com.br,SAMS-31824,LOC-SAMS31760,Curitiba - Atuba,16/1/2015,Sabonete Líquido Member's Mark 980 ml
Kathey Terzo,kathey.terzo@yahoo.com.br,SAMS-31824,LOC-SAMS31760,Curitiba - Atuba,16/1/2015,Filtro Melitta Aroma Max 103
Kathey Terzo,kathey.terzo@yahoo.com.br,SAMS-31824,LOC-SAMS31760,Curitiba - Atuba,16/1/2015,Papel Guardanapo Folha Dupla Mascot
Kathey Terzo,kathey.terzo@yahoo.com.br,SAMS-31824,LOC-SAMS31760,Curitiba - Atuba,16/1/2015,Ração Carne e Cereais Herói 18 Kg
Wayne Thorpe,wayne.thorpe@folha.com.br,SAMS-25497,LOC-SAMS23528,São Bernardo do Campo,27/8/2014,Lava Roupas Dreft
Wayne Thorpe,wayne.thorpe@folha.com.br,SAMS-25497,LOC-SAMS23528,São Bernardo do Campo,27/8/2014,Lava Roupas Dreft
Wayne Thorpe,wayne.thorpe@folha.com.br,SAMS-25497,LOC-SAMS23528,São Bernardo do Campo,27/8/2014,Aparelho de Barbear Gillette Prestobarba 3
Wayne Thorpe,wayne.thorpe@folha.com.br,SAMS-25497,LOC-SAMS23528,São Bernardo do Campo,27/8/2014,Freezer Roll 2 L
Yael Estepp,yael.estepp@folha.com.br,SAMS-62130,LOC-SAMS47380,São Bernardo do Campo,9/3/2014,Molho Barbecue Heinz
Yael Estepp,yael.estepp@folha.com.br,SAMS-62130,LOC-SAMS47380,São Bernardo do Campo,9/3/2014,Nescau Sachê 2.0 800 g
Yael Estepp,yael.estepp@folha.com.br,SAMS-62130,LOC-SAMS47380,São Bernardo do Campo,9/3/2014,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Virginia Campeau,virginia.campeau@hotmail.com,SAMS-59201,LOC-SAMS27758,Linha Amarela,16/7/2016,Papel Higiênico Personal Decor
Virginia Campeau,virginia.campeau@hotmail.com,SAMS-59201,LOC-SAMS27758,Linha Amarela,16/7/2016,Shampoo ou Condicionador TRESemmé 1 L
Virginia Campeau,virginia.campeau@hotmail.com,SAMS-59201,LOC-SAMS27758,Linha Amarela,16/7/2016,Cereal Froot Loops Kellogg's
Omar Wynans,omar.wynans@globomail.com,SAMS-61037,LOC-SAMS55250,Campinas,16/11/2016,Nescau Sachê 2.0 800 g
Omar Wynans,omar.wynans@globomail.com,SAMS-61037,LOC-SAMS55250,Campinas,16/11/2016,Ração Carne e Vegetais Herói 18 Kg
Johnnie Zeiger,johnnie.zeiger@r7.com,SAMS-53479,LOC-SAMS5152,Natal,17/12/2016,Tratamento Aussie Shine + Strong
Johnnie Zeiger,johnnie.zeiger@r7.com,SAMS-53479,LOC-SAMS5152,Natal,17/12/2016,Amaciante Concentrado Downy 3,96 L
Johnnie Zeiger,johnnie.zeiger@r7.com,SAMS-53479,LOC-SAMS5152,Natal,17/12/2016,Sucrilhos Kellogg's
Johnnie Zeiger,johnnie.zeiger@r7.com,SAMS-53479,LOC-SAMS5152,Natal,17/12/2016,Sabonete Líquido Member's Mark 980 ml
Dina Andon,dina.andon@bol.com.br,SAMS-42021,LOC-SAMS47182,São Bernardo do Campo,4/1/2014,Filtro Melitta Aroma Max 103
Dina Andon,dina.andon@bol.com.br,SAMS-42021,LOC-SAMS47182,São Bernardo do Campo,4/1/2014,Lava Roupas Líquido Member's Mark 5 L
Dina Andon,dina.andon@bol.com.br,SAMS-42021,LOC-SAMS47182,São Bernardo do Campo,4/1/2014,Lava Roupas Dreft
Dina Andon,dina.andon@bol.com.br,SAMS-42021,LOC-SAMS47182,São Bernardo do Campo,4/1/2014,Sacos para Lixo 50 L ou 100 L Member's Mark
Kaylene Alvidrez,kaylene.alvidrez@ig.com.br,SAMS-11868,LOC-SAMS13963,Osasco,7/5/2015,Cápsulas Nescafé Dolce Gusto
Basil Mejia,basil.mejia@globomail.com,SAMS-60020,LOC-SAMS15576,Natal,20/8/2016,Papel Higiênico Personal Decor
Basil Mejia,basil.mejia@globomail.com,SAMS-60020,LOC-SAMS15576,Natal,20/8/2016,Amaciante Concentrado Downy 3,96 L
Eleni Winsky,eleni.winsky@zipmail.com.br,SAMS-519,LOC-SAMS5827,Recife,11/7/2014,Kit Finish 3 Unidades
Eleni Winsky,eleni.winsky@zipmail.com.br,SAMS-519,LOC-SAMS5827,Recife,11/7/2014,Tratamento Aussie Moist 3 Minutos
Oma Berendt,oma.berendt@ig.com.br,SAMS-18694,LOC-SAMS54825,São Caetano do Sul,10/8/2015,Sabonete Líquido Member's Mark 980 ml
Oma Berendt,oma.berendt@ig.com.br,SAMS-18694,LOC-SAMS54825,São Caetano do Sul,10/8/2015,Kit Oral-B Stages
Oma Berendt,oma.berendt@ig.com.br,SAMS-18694,LOC-SAMS54825,São Caetano do Sul,10/8/2015,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Oma Berendt,oma.berendt@ig.com.br,SAMS-18694,LOC-SAMS54825,São Caetano do Sul,10/8/2015,Ração Carne e Vegetais Herói 18 Kg
Christoper Sek,christoper.sek@r7.com,SAMS-45620,LOC-SAMS1075,Curitiba - Barigui,6/11/2015,Ração Carne e Cereais Herói 18 Kg
Christoper Sek,christoper.sek@r7.com,SAMS-45620,LOC-SAMS1075,Curitiba - Barigui,6/11/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Christoper Sek,christoper.sek@r7.com,SAMS-45620,LOC-SAMS1075,Curitiba - Barigui,6/11/2015,Freezer Roll 2 L
Tony Surman,tony.surman@pop.com.br,SAMS-42398,LOC-SAMS53139,Brasília,22/9/2014,Filtro Melitta Aroma Max 103
Barbar Hartmann,barbar.hartmann@pop.com.br,SAMS-38092,LOC-SAMS49652,Osasco,7/12/2016,Sucrilhos Kellogg's
Barbar Hartmann,barbar.hartmann@pop.com.br,SAMS-38092,LOC-SAMS49652,Osasco,7/12/2016,Sabonete Líquido Jurassic 750 ml
Barbar Hartmann,barbar.hartmann@pop.com.br,SAMS-38092,LOC-SAMS49652,Osasco,7/12/2016,Aparelho de Barbear Gillette Prestobarba 3
Bethann Stumer,bethann.stumer@ig.com.br,SAMS-16814,LOC-SAMS16976,São Caetano do Sul,9/10/2016,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Bethann Stumer,bethann.stumer@ig.com.br,SAMS-16814,LOC-SAMS16976,São Caetano do Sul,9/10/2016,Passa Fácil Member's Mark
Bethann Stumer,bethann.stumer@ig.com.br,SAMS-16814,LOC-SAMS16976,São Caetano do Sul,9/10/2016,Passa Fácil Member's Mark
Bethann Stumer,bethann.stumer@ig.com.br,SAMS-16814,LOC-SAMS16976,São Caetano do Sul,9/10/2016,Kit Fisher-Price
Lenny Karge,lenny.karge@pop.com.br,SAMS-54984,LOC-SAMS53858,Osasco,23/11/2016,Passa Fácil Member's Mark
Lenny Karge,lenny.karge@pop.com.br,SAMS-54984,LOC-SAMS53858,Osasco,23/11/2016,Tira Manchas Member's Mark 2,5 Kg
Lenny Karge,lenny.karge@pop.com.br,SAMS-54984,LOC-SAMS53858,Osasco,23/11/2016,Tira Manchas Member's Mark 2,5 Kg
Cecily Torrent,cecily.torrent@ig.com.br,SAMS-48714,LOC-SAMS15878,Recife,13/7/2014,Aparelho de Barbear Gillette Prestobarba 3
Lucina Parvis,lucina.parvis@gmail.com,SAMS-50213,LOC-SAMS14493,Ribeirão Preto,6/7/2015,Sucrilhos Kellogg's
Luis Claughton,luis.claughton@r7.com,SAMS-17771,LOC-SAMS54253,Natal,2/3/2015,Rolo Adesivo Scotch-Brite
Luis Claughton,luis.claughton@r7.com,SAMS-17771,LOC-SAMS54253,Natal,2/3/2015,Freezer Roll 2 L
Luis Claughton,luis.claughton@r7.com,SAMS-17771,LOC-SAMS54253,Natal,2/3/2015,Papel Guardanapo Folha Dupla Mascot
Luis Claughton,luis.claughton@r7.com,SAMS-17771,LOC-SAMS54253,Natal,2/3/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
Krishna Rasch,krishna.rasch@r7.com,SAMS-53685,LOC-SAMS19648,Águas Claras,6/3/2016,Alimento para Cães Adultos Ultima Sachê
Krishna Rasch,krishna.rasch@r7.com,SAMS-53685,LOC-SAMS19648,Águas Claras,6/3/2016,Sabonete Líquido Jurassic 750 ml
Krishna Rasch,krishna.rasch@r7.com,SAMS-53685,LOC-SAMS19648,Águas Claras,6/3/2016,Kit Fisher-Price
Chrystal Hintermeister,chrystal.hintermeister@ig.com.br,SAMS-47935,LOC-SAMS33808,Maceió,21/1/2015,Passa Fácil Member's Mark
Tiesha Mutherspaw,tiesha.mutherspaw@folha.com.br,SAMS-49807,LOC-SAMS667,Bom Retiro,26/7/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Tiesha Mutherspaw,tiesha.mutherspaw@folha.com.br,SAMS-49807,LOC-SAMS667,Bom Retiro,26/7/2015,Kit Oral-B Stages
Tiesha Mutherspaw,tiesha.mutherspaw@folha.com.br,SAMS-49807,LOC-SAMS667,Bom Retiro,26/7/2015,Amaciante Aconchego Ypê 5 L
Tiesha Mutherspaw,tiesha.mutherspaw@folha.com.br,SAMS-49807,LOC-SAMS667,Bom Retiro,26/7/2015,Whisky Buchanan's 12 Anos 1 L
Jonathon Guillerault,jonathon.guillerault@uol.com.br,SAMS-13222,LOC-SAMS12138,Natal,29/9/2015,Whisky Old Parr 1 L
Jonathon Guillerault,jonathon.guillerault@uol.com.br,SAMS-13222,LOC-SAMS12138,Natal,29/9/2015,Aparelho de Barbear Gillette Prestobarba 3
Leatha Wilder,leatha.wilder@folha.com.br,SAMS-62515,LOC-SAMS25542,Salvador,25/8/2015,Filtro Melitta Aroma Max 103
Leatha Wilder,leatha.wilder@folha.com.br,SAMS-62515,LOC-SAMS25542,Salvador,25/8/2015,Eliminador de Odores Sanol 5 L
Leatha Wilder,leatha.wilder@folha.com.br,SAMS-62515,LOC-SAMS25542,Salvador,25/8/2015,Kit Oral-B Stages
Leatha Wilder,leatha.wilder@folha.com.br,SAMS-62515,LOC-SAMS25542,Salvador,25/8/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Benito Bibel,benito.bibel@oi.com.br,SAMS-61545,LOC-SAMS12702,Bom Retiro,7/6/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Benito Bibel,benito.bibel@oi.com.br,SAMS-61545,LOC-SAMS12702,Bom Retiro,7/6/2015,Sabonete Líquido Jurassic 750 ml
Benito Bibel,benito.bibel@oi.com.br,SAMS-61545,LOC-SAMS12702,Bom Retiro,7/6/2015,Whisky Buchanan's 12 Anos 1 L
Benito Bibel,benito.bibel@oi.com.br,SAMS-61545,LOC-SAMS12702,Bom Retiro,7/6/2015,Tratamento Aussie Shine + Strong
Benito Bibel,benito.bibel@oi.com.br,SAMS-61545,LOC-SAMS12702,Bom Retiro,7/6/2015,Kit Shampoo + Condicionador Dove 750 ml
Amee Baxter,amee.baxter@hotmail.com,SAMS-34684,LOC-SAMS11436,Linha Amarela,27/2/2015,Sabonete Líquido Member's Mark 980 ml
Amee Baxter,amee.baxter@hotmail.com,SAMS-34684,LOC-SAMS11436,Linha Amarela,27/2/2015,Filtro Melitta Aroma Max 103
Amee Baxter,amee.baxter@hotmail.com,SAMS-34684,LOC-SAMS11436,Linha Amarela,27/2/2015,Tapete Higiênico Sanol Dog
Hosea Francour,hosea.francour@r7.com,SAMS-9445,LOC-SAMS38220,Ribeirão Preto,19/5/2016,Tratamento Aussie Moist 3 Minutos
Eddy Rojos,eddy.rojos@gmail.com,SAMS-50027,LOC-SAMS58494,Porto Alegre,30/6/2016,Kit Oral-B Stages
Eddy Rojos,eddy.rojos@gmail.com,SAMS-50027,LOC-SAMS58494,Porto Alegre,30/6/2016,Mostarda Heinz
Jovita Neave,jovita.neave@ig.com.br,SAMS-5620,LOC-SAMS483,Curitiba - Atuba,6/6/2015,Shampoo Pantene 1 L
Jovita Neave,jovita.neave@ig.com.br,SAMS-5620,LOC-SAMS483,Curitiba - Atuba,6/6/2015,Tomate Inteiro Pelado Italiano Raiola
Jovita Neave,jovita.neave@ig.com.br,SAMS-5620,LOC-SAMS483,Curitiba - Atuba,6/6/2015,Maionese Heinz
Joselyn Fialkowski,joselyn.fialkowski@globomail.com,SAMS-7140,LOC-SAMS7494,Campinas,22/7/2014,Passa Fácil Member's Mark
Joselyn Fialkowski,joselyn.fialkowski@globomail.com,SAMS-7140,LOC-SAMS7494,Campinas,22/7/2014,Lava Roupas em Pó Member's Mark 5 Kg
Charise Garibaldo,charise.garibaldo@gmail.com,SAMS-4793,LOC-SAMS52692,Ribeirão Preto,23/2/2014,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Charise Garibaldo,charise.garibaldo@gmail.com,SAMS-4793,LOC-SAMS52692,Ribeirão Preto,23/2/2014,Ração Carne e Vegetais Herói 18 Kg
Charise Garibaldo,charise.garibaldo@gmail.com,SAMS-4793,LOC-SAMS52692,Ribeirão Preto,23/2/2014,Papel Guardanapo Folha Dupla Mascot
Yi Neives,yi.neives@uol.com.br,SAMS-8539,LOC-SAMS24248,Porto Alegre,26/1/2015,Sabonete Líquido Jurassic 750 ml
Yi Neives,yi.neives@uol.com.br,SAMS-8539,LOC-SAMS24248,Porto Alegre,26/1/2015,Shampoo Pantene 1 L
Yi Neives,yi.neives@uol.com.br,SAMS-8539,LOC-SAMS24248,Porto Alegre,26/1/2015,Sabonete Líquido Jurassic 750 ml
Joelle Suddoth,joelle.suddoth@gmail.com,SAMS-30148,LOC-SAMS37674,Natal,25/12/2014,Kit Oral-B Stages
Joelle Suddoth,joelle.suddoth@gmail.com,SAMS-30148,LOC-SAMS37674,Natal,25/12/2014,Mostarda Heinz
Lizzie Heinemeyer,lizzie.heinemeyer@yahoo.com.br,SAMS-29312,LOC-SAMS46937,Curitiba - Atuba,30/4/2015,Lava Roupas em Pó Member's Mark 5 Kg
Lizzie Heinemeyer,lizzie.heinemeyer@yahoo.com.br,SAMS-29312,LOC-SAMS46937,Curitiba - Atuba,30/4/2015,Amaciante Aconchego Ypê 5 L
Charles Hoerter,charles.hoerter@bol.com.br,SAMS-1751,LOC-SAMS15388,Contagem,9/12/2016,Nescau Sachê 2.0 800 g
